,Square_id,eMBB,mMTC,URLLC
16,5061,2542.0010760701516,23.34490784146058,12.969393245255878
17,5061,2520.7162168768596,23.14943464478748,12.860797024881935
18,5061,2471.4965101945095,22.697416930357743,12.609676072420969
19,5061,1852.8299413513396,17.01578517567557,9.453213986486428
20,5061,1418.6499364298768,13.028417783539682,7.238009879744269
21,5061,1292.4104472243387,11.869075535733721,6.593930853185401
22,5061,1221.2490530964394,11.215552528436687,6.230862515798159
23,5061,860.7677029189732,7.9050095166028145,4.39167195366823
0,5160,362.4706128189507,3.3288117503781183,1.8493398613211776
1,5160,251.09095748901723,2.305937364695056,1.2810763137194756
2,5160,199.09291964188841,1.8284043640581586,1.0157802022545328
3,5160,176.19748926163388,1.6181402075048006,0.8989667819471113
4,5160,160.96503638342412,1.478250334133487,0.8212501856297149
5,5160,135.98073307525553,1.248802650691122,0.6937792503839567
6,5160,127.36494508029158,1.1696780670639022,0.6498211483688346
7,5160,177.9141571438207,1.6339055247901901,0.9077252915501056
8,5160,213.16237865620897,1.9576136815366132,1.0875631564092296
9,5160,307.74785043948924,2.8262557693422483,1.570142094079027
10,5160,488.37471971221606,4.485073956540759,2.4917077536337557
11,5160,885.2123644464036,8.12950130614044,4.516389614522468
12,5160,1233.1433087262842,11.324785488302608,6.291547493501451
13,5160,1449.382548565003,13.310656058250025,7.394808921250014
14,5160,1571.67844660069,14.433781652455314,8.018767584697398
15,5160,1802.7971161113746,16.55630004592079,9.197944469955994
16,5160,2117.8388076785136,19.449540070516964,10.80530003917609
17,5160,2249.21282052411,20.656036106854074,11.475575614918931
18,5160,2156.4697785315316,19.804314292636516,11.002396829242509
19,5160,1721.0470648752544,15.805534269262537,8.780852371812522
20,5160,1185.142186529067,10.883958855879184,6.046643808821767
21,5160,631.8075242019141,5.802313997772681,3.223507776540377
22,5160,471.3953028553015,4.329140536426238,2.405078075792355
23,5160,355.7991234262422,3.2675429702409993,1.8153016501338888
0,5162,1112.4957458888746,10.216797666326402,5.675998703514668
1,5162,743.7625147184553,6.830472073944996,3.7947067077472205
2,5162,615.8354861104912,5.655632015300427,3.1420177862780148
3,5162,342.7631524124552,3.147824869093976,1.7487915939410978
4,5162,368.88000829823744,3.3876735455960585,1.8820408586644772
5,5162,354.4267469663757,3.254939512956511,1.808299729420284
6,5162,307.4797810234763,2.8237939073584553,1.5687743929769196
7,5162,335.1044816367516,3.077490137480371,1.7097167430446507
8,5162,376.6859134858109,3.4593604299717327,1.9218669055398516
9,5162,590.0596559376919,5.4189152075910485,3.0105084486616938
10,5162,913.7446416878107,8.391532423663568,4.66196245759087
11,5162,1248.5313431188601,11.466104171499737,6.3700578730554085
12,5162,1652.152887635111,15.172832641546934,8.429351467526075
13,5162,1762.398817058752,16.185295258702823,8.991830699279346
14,5162,2094.605678998901,19.236174603051133,10.686763668361742
15,5162,2413.2361272479297,22.162372597174862,12.312429220652701
16,5162,2773.82125768947,25.47386869306656,14.15214927392587
17,5162,2719.61246972827,24.976032885259617,13.875573825144231
18,5162,2539.0923085506683,23.31819467036328,12.954552594646268
19,5162,1974.110931259121,18.129590185032743,10.071994547240413
20,5162,1435.9650094816297,13.187433760545575,7.32635208919199
21,5162,1178.0701252401293,10.819011354246085,6.0105618634700475
22,5162,1033.372034752291,9.490151339561857,5.272306299756588
23,5162,741.5695575584269,6.81033267145494,3.7835181508083005
0,5262,903.9805405600364,8.301862107184009,4.612145615102228
1,5262,691.5692483324157,6.351146158154839,3.5284145323082434
2,5262,520.5183981727415,4.780271003627218,2.6557061131262327
3,5262,325.41306275773826,2.9884873110404535,1.660270728355808
4,5262,342.444205771252,3.1448957672870086,1.7471643151594491
5,5262,306.7793289243054,2.8173611839987234,1.5652006577770685
6,5262,318.0141247862079,2.9205378806896647,1.6225210448275915
7,5262,461.0030289740232,4.233701286496132,2.3520562702756287
8,5262,508.6798892056956,4.6715500029094486,2.595305557171916
9,5262,689.8562493084082,6.335414534464973,3.5196747413694296
10,5262,975.0575513809998,8.954610165743874,4.974783425413263
11,5262,1386.9724049334127,12.737501677959912,7.076389821088842
12,5262,1906.4672971070247,17.508373136697163,9.726873964831759
13,5262,2283.361965011894,20.96965069908882,11.649805943938233
14,5262,2466.2527620245824,22.649260059409432,12.58292225522746
15,5262,2550.380721626049,23.421863770035145,13.01214653890841
16,5262,2819.707619085722,25.89527405282806,14.386263362682255
17,5262,2821.029703682798,25.907415646066507,14.393008692259173
18,5262,2446.0088796236464,22.463346853686534,12.479637140936967
19,5262,2245.9353723457502,20.625937092971174,11.458853940539543
20,5262,1469.910069588014,13.499174108461348,7.49954117136742
21,5262,959.6211267848786,8.812847082718275,4.896026157065708
22,5262,1043.2999839792535,9.58132638348294,5.322959101934967
23,5262,844.8083939814861,7.758444434523852,4.310246908068807
0,5458,1394.9360261196434,12.810636974568155,7.117020541426753
1,5458,1215.956375961905,11.166946309854227,6.203859061030127
2,5458,1040.1931302961323,9.552794053739989,5.3071078076333285
3,5458,756.0776770607621,6.9435705036192426,3.857539168677357
4,5458,554.534403700182,5.09266289112412,2.829257161735623
5,5458,625.1676656168489,5.74133570464453,3.1896309470247393
6,5458,637.2498837683626,5.852294850933941,3.251274917185523
7,5458,591.3532883324223,5.430795505093674,3.0171086139409304
8,5458,708.9742021408287,6.5109875706810785,3.6172153170450443
9,5458,939.6180528544099,8.629145383356823,4.793969657420459
10,5458,1048.5165785221805,9.62923388438737,5.349574380215206
11,5458,1128.1118980618517,10.36021130873129,5.755672949295161
12,5458,1255.614186052878,11.53115068824072,6.406194826800399
13,5458,1429.3860002964223,13.127014288436534,7.292785715798074
14,5458,1503.6126662206188,13.808687751005683,7.671493195003158
15,5458,1589.4524512847222,14.597012307716838,8.10945128206491
16,5458,1621.7966902951985,14.894051237404886,8.274472909669381
17,5458,1256.2012742838513,11.536542314851694,6.409190174917609
18,5458,1361.6375896932059,12.504835007386584,6.947130559659214
19,5458,1327.3925023556164,12.1903393073475,6.772410726304167
20,5458,1573.7238305379844,14.452565790654958,8.029203217030533
21,5458,1635.2940723054044,15.018006786478203,8.343337103599003
22,5458,1575.8129432385915,14.471751519538083,8.039861955298937
23,5458,1424.9235860235515,13.086032932869351,7.270018296038529
0,5758,2316.0791986127983,21.270115089301203,11.816730605167336
1,5758,2985.388609337151,27.416834167381978,15.231574537434433
2,5758,3210.509355874747,29.484269594768083,16.38014977487116
3,5758,2736.4451417215932,25.13061864846361,13.961454804702008
4,5758,2116.455493188953,19.43683616193937,10.798242312188542
5,5758,1421.6572169572337,13.05603566593379,7.253353147740995
6,5758,765.4588449606099,7.029724086372961,3.905402270207201
7,5758,696.9053520131262,6.40015119195728,3.555639551087378
8,5758,834.3295226258905,7.6622099016663405,4.256783278703524
9,5758,1075.292807890022,9.87513803164306,5.486187795357256
10,5758,1141.9544339972606,10.48733663875035,5.826298132639085
11,5758,1222.691561947249,11.228800058699226,6.238222254832903
12,5758,1436.4114226784357,13.19153347357747,7.3286297075430396
13,5758,1322.4165077565606,12.144641397764332,6.747022998757962
14,5758,1289.1552678501032,11.839181031276455,6.577322795153587
15,5758,1307.7911076238258,12.010326498586155,6.672403610325642
16,5758,1317.0813858927515,12.095645380647719,6.719802989248734
17,5758,1138.5681919897143,10.456238497864723,5.809021387702624
18,5758,1093.91641439244,10.04617115258363,5.581206195879797
19,5758,1099.7725150476897,10.099951668805314,5.611084260447399
20,5758,1485.0093567320826,13.637841031213,7.576578350673891
21,5758,1588.6615735951361,14.589749145261452,8.105416191811921
22,5758,1683.5069489590908,15.460778102685525,8.589321168158625
23,5758,1693.2029621225518,15.549823121533635,8.638790623074243
0,5955,1143.5606015634442,10.502087157215302,5.8344928651196115
1,5955,1093.7599743650849,10.044734458454862,5.5804080324749235
2,5955,997.0652772445711,9.156721933878716,5.0870677410437315
3,5955,794.1622080316947,7.293326400291073,4.051848000161708
4,5955,766.6407031610589,7.040577886172991,3.9114321589849954
5,5955,743.8951792667434,6.831690421837439,3.7953835676874665
6,5955,646.2386701356255,5.934844929816969,3.297136072120539
7,5955,671.3432836859896,6.16539750323868,3.4252208351326003
8,5955,979.5873716586829,8.996210556049126,4.997894753360627
9,5955,1273.451138513254,11.694959435325801,6.497199686292113
10,5955,1457.2657804016962,13.3830530853217,7.4350294918453885
11,5955,1488.5295810146065,13.670169621562716,7.594538678645953
12,5955,1644.8659482305363,15.105911769464106,8.392173205257837
13,5955,1827.601655368205,16.78409683501413,9.324498241674517
14,5955,1859.6144057704857,17.078091481565682,9.487828600869825
15,5955,2102.59325945102,19.309529933733856,10.727516629852142
16,5955,2329.3786361322072,21.392252780805986,11.884584878225548
17,5955,2248.993325870086,20.65402033962324,11.474455744235135
18,5955,2120.3620436721644,19.47271264596885,10.818173692204917
19,5955,2080.838634858597,19.109742565027926,10.61652364723774
20,5955,1665.233455814684,15.292960308502197,8.496089060279
21,5955,1650.0215672875258,15.153259291416054,8.418477384120031
22,5955,1634.8182366737203,15.01363686741172,8.340909370784289
23,5955,1375.900245443235,12.635818580601137,7.019899211445076
0,5956,962.1469074973683,8.836043028037055,4.908912793353919
1,5956,940.7127003003137,8.639198268064105,4.7995545933689465
2,5956,670.02298996553,6.153272356826295,3.4184846426812743
3,5956,530.4591678562402,4.8715637864348595,2.7064243257971445
4,5956,475.8219310958037,4.369793244757381,2.4276629137541
5,5956,449.13163446995577,4.124678275744491,2.291487930969162
6,5956,457.0759505805838,4.197636280842096,2.3320201560233875
7,5956,439.1305206924523,4.032831312481705,2.240461840267614
8,5956,594.479465466971,5.459505295104836,3.0330584972804644
9,5956,962.4352702931038,8.83869125779381,4.910384032107673
10,5956,1171.1635472231567,10.755583596947355,5.975324220526311
11,5956,1344.8901115319652,12.351031636518046,6.8616842425100275
12,5956,1313.4550617540738,12.062342403863942,6.701301335479968
13,5956,1372.4148958861344,12.603810268342052,7.002116815745585
14,5956,1585.7373678878755,14.56289419488865,8.09049677493814
15,5956,1733.4612746159055,15.91954231790117,8.844190176611763
16,5956,1920.7505089231802,17.639545490110837,9.799747494506024
17,5956,2295.739105415999,21.083318315044888,11.712954619469384
18,5956,2417.1337512474215,22.198167103292647,12.332315057384804
19,5956,2354.5873872044185,21.62376171922425,12.013200955124583
20,5956,1729.1717556927078,15.880148776769767,8.822304875983201
21,5956,1103.7561241809972,10.136535834315284,5.6314087968418205
22,5956,844.0993189708507,7.751932521160875,4.306629178422708
23,5956,733.7744810457967,6.7387452340940515,3.7437473522744735
0,6064,888.7962009253441,8.16241409013071,4.53467449451706
1,6064,725.5255310944702,6.662989571275747,3.701660872930971
2,6064,569.5418036849923,5.230485952209112,2.9058255290050625
3,6064,500.4903101110161,4.596339582652189,2.553521990362327
4,6064,558.2669602656098,5.126941471827028,2.8483008176816824
5,6064,527.8480800478928,4.8475844086030975,2.693102449223943
6,6064,659.9605331620953,6.060862039243731,3.367145577357629
7,6064,997.4120500453373,9.159906582049016,5.088836990027231
8,6064,1348.3467315419684,12.382776105997669,6.879320058887593
9,6064,1410.74785215643,12.955847621844766,7.197693123247093
10,6064,1940.6367333168303,17.822174081481098,9.901207823045056
11,6064,2048.1277224778646,18.809336226837534,10.449631237131962
12,6064,1794.9722796921415,16.484439303295176,9.15802183516399
13,6064,1715.8697862581332,15.757987832982856,8.754437684990476
14,6064,1557.3968440063588,14.302624077609416,7.945902265338565
15,6064,1535.7653934445132,14.103967898980217,7.835537721655679
16,6064,1643.1011746725253,15.089704665359923,8.383169258533291
17,6064,1669.2053215446638,15.329436626430585,8.516353681350324
18,6064,1420.7973954593933,13.048139346055654,7.248966303364253
19,6064,1332.6470327376987,12.238595198611515,6.799219554784177
20,6064,1090.7781296714736,10.017350170452309,5.5651945391401725
21,6064,1140.1179010623239,10.470470519960116,5.81692806664451
22,6064,936.9553304935233,8.604691810654806,4.780384339252671
23,6064,710.7260820396151,6.527076263629119,3.6261534797939547
